"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4420215,4892997,5019373,5321585,6184044,6939024,7978622,8314573,8417750,7138809,7377267,8073896,8623571,8662422,9617717,10182956,10866416,11581154,12557413,13296817,13750177
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",113323,115456,118144,120450,125001,127955,131463,134564,136277,137016,138277,139122,140515,141961,144532,147547,151281,154260,157023,159739,162518
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",39005,42380,42485,44181,49472,54230,60691,61789,61769,52102,53351,58035,61371,61020,66544,69015,71829,75076,79972,83241,84607
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1793710,1902087,1999527,2084326,2201342,2369801,2572708,2723991,2770320,2744090,2870330,2933941,2984417,2929161,3030704,3175079,3266766,3422997,3451815,3646058,3962441
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",87417,88510,89939,90943,93079,95614,97788,99023,99568,98956,98637,98493,98244,98118,98636,100204,102058,103828,104453,105890,106639
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",20519,21490,22232,22919,23650,24785,26309,27509,27823,27730,29100,29788,30378,29853,30726,31686,32009,32968,33047,34433,37158
"43100","Sheboygan, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3340768,3443604,3576322,3644127,3856111,3922379,4093355,4307941,4602668,4490465,4501186,4731192,5047133,4966437,5215536,5441618,5533713,5823241,6089676,6132266,6409222
"43100","Sheboygan, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",112739,113023,113251,113433,113832,114454,114775,115178,115652,115562,115520,115209,114770,114702,114994,115209,115043,115085,115161,115232,115240
"43100","Sheboygan, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",29633,30468,31579,32126,33875,34270,35664,37402,39798,38858,38965,41066,43976,43299,45355,47233,48101,50599,52880,53217,55616
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2615466,2726465,2785444,2901313,3052372,3213670,3481778,3749867,4012774,3869289,4003612,4214606,4421721,4519297,4787476,4951502,5219336,5418249,5759506,6069933,6507177
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",110939,112330,113239,114421,114998,115666,117174,118331,118834,120069,121029,121429,121866,122385,123628,125672,128309,131085,133780,136143,138318
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23576,24272,24598,25356,26543,27784,29715,31690,33768,32226,33080,34708,36283,36927,38725,39400,40678,41334,43052,44585,47045
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",9376583,10354404,10616059,10956123,11329317,12454205,13372283,13694092,15703530,14971745,16046249,16479290,16951955,17293784,18572054,18203680,17534146,17621449,18632211,19073158,20558427
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",376150,376250,376578,377109,380550,383099,389521,390221,392367,394845,399959,403962,407572,406393,404731,404245,402164,400469,397670,395248,392404
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24928,27520,28191,29053,29771,32509,34330,35093,40023,37918,40120,40794,41593,42554,45887,45031,43599,44002,46853,48256,52391
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2446821,2641805,2774825,3021406,3244742,3514017,3729670,4021309,4262581,4435945,4558412,4690461,4537419,4459163,4514924,4631132,4659607,4798699,4922947,5159382,5835484
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","2","Population (persons) 1/",118132,118798,119847,120638,123234,125786,127241,128206,129023,130081,131823,133124,132085,129664,127437,126594,125885,125048,126581,127248,127450
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",20713,22238,23153,25045,26330,27936,29312,31366,33037,34101,34580,35234,34352,34390,35429,36583,37015,38375,38892,40546,45786
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3808148,3922211,3975526,4100472,4436083,4772853,5039821,5616242,6127334,5665390,5895083,5821258,5989215,5907565,6207781,6571300,6706527,6820914,7287604,7657218,8138712
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","2","Population (persons) 1/",142892,142193,141815,141374,141136,139860,140363,140721,141298,142645,143902,144188,143751,143652,143632,143783,143865,143228,143804,144871,144996
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26651,27584,28033,29004,31431,34126,35906,39910,43365,39717,40966,40373,41664,41124,43220,45703,46617,47623,50677,52855,56131
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",5805074,5982536,6209012,6584308,7146410,7831348,8767944,9619507,10313262,10120886,10671653,11050427,11832574,11727737,12834499,13890807,14422510,15120851,15912839,17291767,18360818
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","2","Population (persons) 1/",188310,191693,194442,197813,202328,206605,211576,216943,221887,225913,229110,232185,237105,241883,246268,250178,254901,260357,264095,269264,273566
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30827,31209,31932,33286,35321,37905,41441,44341,46480,44800,46579,47593,49904,48485,52116,55524,56581,58077,60254,64219,67117
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",8634513,8869752,9102379,9269931,9785922,10139235,10742162,11117985,11317926,10613668,10970629,11618836,12148958,12371055,13012169,13800497,13929141,14578473,15235140,15452049,16481917
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","2","Population (persons) 1/",316991,316897,316678,316545,316831,317221,317778,318668,319966,319189,319044,318936,318391,318789,319608,319937,321368,321753,322734,323542,323068
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27239,27989,28743,29285,30887,31963,33804,34889,35372,33252,34386,36430,38157,38806,40713,43135,43343,45310,47206,47759,51017
"43900","Spartanburg, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6405458,6577215,6788732,6915535,7316844,7746026,8360317,8898418,9427863,8874935,9153582,9710963,10435899,10215275,11167575,11765752,12349539,12807681,13418916,14139607,15182676
"43900","Spartanburg, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",254443,256469,258467,260223,261828,264481,268898,274215,279673,283335,284769,286180,288283,290545,293146,296741,301027,306979,314490,320254,326205
"43900","Spartanburg, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25174,25645,26265,26575,27945,29288,31091,32451,33710,31323,32144,33933,36200,35159,38096,39650,41025,41722,42669,44151,46543
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",11962371,12099539,12359449,12827532,13501461,14069882,15179369,16433037,17565279,17243443,17685501,18381247,19162641,19358773,20470637,21391481,22305957,23476315,24940088,26321317,28412596
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",459013,463126,467441,471299,476290,482051,489883,499209,505661,511783,515574,516973,519099,521840,526646,532546,541350,550387,558807,568046,574585
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26061,26126,26441,27217,28347,29188,30986,32918,34737,33693,34303,35556,36915,37097,38870,40168,41204,42654,44631,46337,49449
"44100","Springfield, IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6245228,6494661,6629352,6657128,6750493,6844623,7060538,7383528,7710027,7877148,8265389,8604966,8641970,8913599,9156875,9331396,9438459,9643425,9914152,10190818,10870452
"44100","Springfield, IL (Metropolitan Statistical Area)","2","Population (persons) 1/",201628,202427,203281,203901,204526,204988,205887,206771,207874,208900,210465,211752,212123,211766,211765,211337,210516,209474,208099,207080,205950
"44100","Springfield, IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30974,32084,32612,32649,33006,33390,34293,35709,37090,37708,39272,40637,40740,42092,43241,44154,44835,46036,47642,49212,52782
"44140","Springfield, MA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",19125013,20257199,20744955,21382059,22185510,23008614,24041390,25209966,26376447,26536435,27359792,28629602,30078376,30413328,31509468,33294514,34015934,34827469,36183634,37262304,40238405
"44140","Springfield, MA (Metropolitan Statistical Area)","2","Population (persons) 1/",680368,680632,684002,687131,687735,688409,689284,689853,691239,692079,694951,698094,699220,700196,701965,701047,700193,699296,699923,697621,695654
"44140","Springfield, MA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28110,29762,30329,31118,32259,33423,34879,36544,38158,38343,39369,41011,43017,43435,44888,47493,48581,49804,51697,53413,57843
"44180","Springfield, MO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",8945967,9713245,10099789,10729576,11457347,12116527,12782878,13474216,14271578,13942382,14105754,14610496,15399116,15562457,16344634,17289531,17653549,18542554,19303411,20261327,21178103
"44180","Springfield, MO (Metropolitan Statistical Area)","2","Population (persons) 1/",369920,375215,380529,387040,394660,402883,413765,423127,429289,434220,437362,440517,444487,448649,451837,455942,458376,462661,466955,471268,475220
"44180","Springfield, MO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24184,25887,26541,27722,29031,30075,30894,31844,33245,32109,32252,33167,34645,34687,36174,37920,38513,40078,41339,42993,44565
"44220","Springfield, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3790831,3845111,3825805,3894043,3968490,4048269,4202355,4317994,4438436,4404166,4469136,4683057,4731435,4794546,4918142,5040663,5115676,5282973,5423309,5590837,6060179
"44220","Springfield, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",144605,143803,143229,141758,141380,141367,140668,139829,139404,138778,138272,137823,137198,136682,136364,135810,134805,134636,134697,134315,133593
"44220","Springfield, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26215,26739,26711,27470,28070,28637,29874,30881,31839,31735,32321,33979,34486,35078,36066,37116,37949,39239,40263,41625,45363
"44300","State College, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3463552,3662327,3842808,4018055,4301416,4563874,4725491,4928195,5227294,5245227,5567230,5854364,6131139,6357690,6643641,6734548,6973772,7299784,7527298,7772010,8174080
"44300","State College, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",135965,137620,140821,142926,144238,145543,148734,149498,151645,153052,154242,155107,155905,158342,159798,160641,162287,162549,162895,162095,161496
"44300","State College, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25474,26612,27289,28113,29822,31358,31771,32965,34471,34271,36094,37744,39326,40152,41575,41923,42972,44908,46210,47947,50615
"44420","Staunton, VA (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",2716112,2780510,2846456,3006111,3319872,3428972,3586598,3965599,4182345,4156901,4240243,4330071,4405011,4469271,4670719,4820495,4939944,5150434,5331445,5545056,5949204
"44420","Staunton, VA (Metropolitan Statistical Area) *","2","Population (persons) 1/",109129,109602,110436,111549,112751,114085,116262,117708,118420,118593,118320,118778,118472,119126,119498,120059,120852,121915,122879,123452,124475
"44420","Staunton, VA (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",24889,25369,25775,26949,29444,30056,30849,33690,35318,35052,35837,36455,37182,37517,39086,40151,40876,42246,43388,44917,47794
"44700","Stockton, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",14255445,15555713,16248804,17343135,18490766,19562448,20684485,21458733,21548167,21601380,22288884,22958164,23706455,24670582,26186796,28217011,29637817,30921146,32419031,34327494,39793150
"44700","Stockton, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",567885,591207,609041,626778,642898,656985,662812,668080,671692,677736,687115,694265,699444,701831,711296,721919,732662,743286,752590,761571,767967
"44700","Stockton, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25103,26312,26679,27670,28762,29776,31207,32120,32080,31873,32438,33068,33893,35152,36816,39086,40452,41601,43077,45075,51816
"44940","Sumter, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2842092,2939114,3051268,3188478,3393227,3512096,3698396,3862842,4009894,3952315,4088382,4306199,4543879,4591268,4716199,4830422,4950253,5081638,5252472,5417103,5843608
"44940","Sumter, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",137330,137516,138474,138417,139721,139929,140047,140264,141338,141946,142557,142027,142273,142107,142006,141383,141540,140657,140290,140438,139775
"44940","Sumter, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",20695,21373,22035,23035,24286,25099,26408,27540,28371,27844,28679,30320,31938,32309,33211,34166,34974,36128,37440,38573,41807
"45060","Syracuse, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",18118421,18321151,18754096,19495036,20368947,20865227,21858920,23190642,24174482,24395132,25235620,26116502,27072167,27188972,27964400,29250097,29605275,31068978,32119241,33200061,35895948
"45060","Syracuse, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",649961,650697,652241,655091,656149,655021,655321,656209,658913,660857,663132,662564,661045,661979,660334,657863,654472,651280,650590,648679,646038
"45060","Syracuse, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27876,28156,28753,29759,31043,31854,33356,35340,36688,36914,38055,39417,40954,41072,42349,44462,45235,47704,49369,51181,55563
"45220","Tallahassee, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",8413447,9028595,9287858,9705526,10319882,10970998,11510531,12074826,12331303,12142939,12826675,13509714,13445534,13148227,13851487,14348637,14891360,15586591,16346788,17048944,18188242
"45220","Tallahassee, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",321336,324386,327940,334289,339179,344257,350580,357357,361238,364690,369351,371296,375356,373311,375515,377805,378908,383390,384565,387452,389599
"45220","Tallahassee, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26183,27833,28322,29033,30426,31869,32833,33789,34136,33297,34728,36385,35821,35221,36887,37979,39301,40655,42507,44003,46685
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",70276542,72758474,75341199,79457480,85387065,92114234,98483744,102633755,103980246,101152735,108243977,115422321,115154245,115189521,122149883,129187079,133859670,141754869,149602038,157400960,169629192
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",2404013,2444015,2487445,2529652,2587771,2651580,2699935,2726780,2746981,2763937,2788433,2813619,2844256,2881451,2928605,2985475,3051607,3110278,3158674,3200120,3243963
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",29233,29770,30289,31410,32996,34739,36476,37639,37853,36597,38819,41023,40487,39976,41709,43272,43865,45576,47362,49186,52291
"45460","Terre Haute, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4290318,4470237,4550315,4738483,4901761,4952409,5165938,5339233,5678784,5606549,5841818,6006837,6147444,6200365,6346309,6414098,6561305,6812948,6964217,7170917,7733093
"45460","Terre Haute, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",188034,187699,187329,187953,187461,188030,189106,189436,189455,189516,189537,189567,189601,189147,188322,187466,187310,186923,186789,186246,185632
"45460","Terre Haute, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22817,23816,24290,25211,26148,26338,27318,28185,29974,29584,30822,31687,32423,32781,33699,34215,35029,36448,37284,38502,41658
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3199636,3394744,3480651,3570070,3790696,3951091,4136396,4410686,4624542,4623327,4827842,5032023,5126048,4986692,5105607,5297459,5400471,5531750,5639103,5790927,6179193
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","2","Population (persons) 1/",143205,142882,143149,143582,143996,144534,146051,146273,147495,148743,149346,149558,149680,149607,149361,149421,149786,149830,149710,149243,148838
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22343,23759,24315,24864,26325,27337,28322,30154,31354,31083,32327,33646,34247,33332,34183,35453,36055,36920,37667,38802,41516
"45540","The Villages, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",830686,973608,1082004,1230183,1435652,1693071,1991434,2155195,2396276,2590806,2859564,3327597,3852308,4141542,4459095,4855719,5366427,5784124,6325504,7144866,7581035
"45540","The Villages, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",53738,55793,59539,61934,64456,69261,76202,82101,86433,90643,94286,98011,101727,106980,112354,117229,122249,125298,129351,133772,139018
"45540","The Villages, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",15458,17450,18173,19863,22273,24445,26134,26251,27724,28583,30329,33951,37869,38713,39688,41421,43898,46163,48902,53411,54533
"45780","Toledo, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",18397408,19034716,19369229,19951444,20382014,20866922,21987771,22865127,23298052,22639998,23380958,24582283,25192981,25513820,26710444,27824080,28396634,28901790,30118425,31010767,32980567
"45780","Toledo, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",659190,660052,659750,660335,659745,658448,656222,655257,653518,652232,651392,650245,648893,648582,647453,646261,645869,644831,643692,642684,641549
"45780","Toledo, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27909,28838,29358,30214,30894,31691,33507,34895,35650,34712,35894,37805,38825,39338,41255,43054,43967,44821,46790,48252,51408
"45820","Topeka, KS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6145973,6517115,6638961,6757082,6962035,7158710,7512910,8045839,8507128,8524305,8632471,9066961,9207204,9224411,9550330,9759085,10011913,10226438,10723805,10956200,11654414
"45820","Topeka, KS (Metropolitan Statistical Area)","2","Population (persons) 1/",224859,225090,225355,226153,227155,228208,228825,230025,231272,232548,234267,234716,234445,233901,233799,233617,233237,233047,232216,231862,230878
"45820","Topeka, KS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27333,28953,29460,29878,30649,31369,32833,34978,36784,36656,36849,38629,39272,39437,40848,41774,42926,43881,46180,47253,50479
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",14425893,15842725,16345592,16828665,17071208,17513312,18761110,19735514,20306954,19028940,19464859,20555289,21639086,21249404,22695519,23122634,23512579,24042821,25092138,26011802,27255915
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","2","Population (persons) 1/",351465,353816,355935,358724,361248,362015,362840,363088,364119,365388,367717,367407,368628,369534,369031,368266,367929,368489,368720,368047,367239
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",41045,44777,45923,46913,47256,48377,51706,54355,55770,52079,52934,55947,58702,57503,61500,62788,63905,65247,68052,70675,74218
"46060","Tucson, AZ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",21186614,22985831,23474832,24739950,26240516,28452247,31192461,33007635,34978389,33100540,33557989,34898653,36172149,36577421,37969614,39191406,40346431,42701248,44729659,46847970,51331920
"46060","Tucson, AZ (Metropolitan Statistical Area)","2","Population (persons) 1/",848019,859280,874267,885893,901342,920298,940930,955869,967778,975580,981649,988500,993231,997374,1004521,1009490,1017083,1027115,1037746,1049261,1061175
"46060","Tucson, AZ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24984,26750,26851,27927,29113,30916,33151,34532,36143,33929,34185,35305,36419,36674,37799,38823,39669,41574,43103,44649,48373
"46140","Tulsa, OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",23777612,24062730,24361262,24958872,28419103,32152843,36861801,37952433,43362200,37761510,39579578,44246003,49251724,54445729,58542137,53886446,47980183,51352395,55019543,56642619,58442829
"46140","Tulsa, OK (Metropolitan Statistical Area)","2","Population (persons) 1/",861237,867602,874844,877577,878004,882861,894011,906441,916525,929824,939868,945873,952694,962210,969784,981356,989124,991785,994033,999348,1006411
"46140","Tulsa, OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27609,27735,27846,28441,32368,36419,41232,41870,47312,40611,42112,46778,51697,56584,60366,54910,48508,51778,55350,56680,58071
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4997160,5153312,5319716,5560404,5879325,6359923,6757341,7125964,7391697,7381124,7605537,7873908,8162295,8290861,8580102,8850745,8943222,9276462,9585371,9990342,10656256
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",214391,215558,216258,217173,218791,222220,227299,230142,233663,237813,239492,240408,242413,244499,247143,249266,250404,251197,251541,253034,253211
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23309,23907,24599,25604,26872,28620,29729,30963,31634,31038,31757,32752,33671,33910,34717,35507,35715,36929,38107,39482,42084
"46300","Twin Falls, ID (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1886009,2013686,2029016,2089079,2289379,2404899,2566010,2804779,2906562,2776234,2968086,3151550,3312276,3496913,3721589,3857079,3956516,4121007,4275693,4510721,4940401
"46300","Twin Falls, ID (Metropolitan Statistical Area)","2","Population (persons) 1/",82853,83135,84203,86063,87640,89487,92085,94310,96360,98310,99985,100624,101136,102678,103937,105249,107285,109230,110244,111613,112989
"46300","Twin Falls, ID (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22763,24222,24097,24274,26123,26874,27866,29740,30164,28240,29685,31320,32751,34057,35806,36647,36879,37728,38784,40414,43725
"46340","Tyler, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4805894,5077082,5248223,5538401,5901722,6634878,7314655,7475726,8869848,8192431,9092441,10282913,10450466,10830421,11464580,10717286,10591686,12055325,12891523,13039934,13458913
"46340","Tyler, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",175658,177836,181107,184254,187300,191362,196124,199953,203263,207111,210407,212770,214824,216498,219678,222450,225181,227159,229860,232916,235806
"46340","Tyler, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27359,28549,28979,30059,31509,34672,37296,37387,43637,39556,43214,48329,48647,50026,52188,48178,47036,53070,56084,55986,57076
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",27515821,28541660,29765716,31070400,33151860,35540543,38035708,40054918,41991801,42110349,43057340,45039612,46559802,47265815,49773362,51815457,53549885,55414073,56380896,57756093,60521888
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","2","Population (persons) 1/",876629,882755,890473,894311,907997,918181,926954,925335,933680,943177,956320,967510,978295,986494,988002,991755,993044,986973,981076,973491,963826
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",31388,32332,33427,34742,36511,38708,41033,43287,44975,44647,45024,46552,47593,47913,50378,52246,53925,56145,57468,59329,62793
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",7488163,7574724,7615536,7863984,8284627,8465428,8896279,9491485,9965220,10185702,10584310,10830596,11072194,11151621,11224422,11548656,11730407,12326749,12595531,13279310,14293713
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",299597,298521,298049,298323,298986,298574,298258,298831,298886,299000,299222,298614,298010,297258,296027,293974,292806,292173,291191,289596,288291
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24994,25374,25551,26361,27709,28353,29827,31762,33341,34066,35373,36270,37154,37515,37917,39285,40062,42190,43255,45855,49581
"46660","Valdosta, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2607358,2721434,2872185,3007150,3140106,3335593,3453541,3655837,3863717,3905722,4083308,4281185,4287856,4345375,4546678,4723735,4867687,5037760,5257635,5470174,5941433
"46660","Valdosta, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",119729,119736,121305,121850,124387,126411,129323,131036,134907,137780,140067,142045,144184,143030,143543,143461,144567,145480,146235,147662,148364
"46660","Valdosta, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",21777,22729,23677,24679,25245,26387,26705,27899,28640,28348,29153,30140,29739,30381,31675,32927,33671,34629,35953,37045,40046
"46700","Vallejo, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",11274240,12238527,12633770,13106360,13485746,13876899,14626319,15305329,15553067,15336377,15523758,16105941,16427187,17081978,17878690,19133533,20204602,20994917,22000414,23216760,26229523
"46700","Vallejo, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",396974,404209,408226,408409,409301,408181,408402,408243,408972,410290,413963,416325,419645,423634,428971,433378,438834,443554,445931,447434,446935
"46700","Vallejo, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28400,30278,30948,32091,32948,33997,35814,37491,38030,37379,37500,38686,39145,40322,41678,44150,46042,47333,49336,51889,58688
"47020","Victoria, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2420600,2598933,2606966,2661832,2773383,2999064,3251127,3325618,3615565,3269221,3488953,3777199,4139520,4373731,4700115,4571525,4252517,4465482,4736714,5207395,5331230
"47020","Victoria, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",90944,91511,91624,91809,91789,91523,91649,92403,92926,93792,94102,94768,96453,97529,98546,99647,99939,99570,99412,99628,99562
"47020","Victoria, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26616,28400,28453,28993,30215,32768,35474,35990,38908,34856,37076,39857,42917,44845,47695,45877,42551,44848,47647,52268,53547
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3476178,3686857,3887567,4012112,4117994,4273201,4500710,4678668,4919808,5045718,5202228,5340097,5298878,5297812,5451750,5614584,5676402,5796939,5928074,6157546,6688598
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","2","Population (persons) 1/",146263,146451,147294,148437,149837,152022,153371,154489,155738,156531,156667,157028,156862,155912,155887,154580,153003,151147,150274,148995,147008
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23767,25175,26393,27029,27483,28109,29345,30285,31590,32235,33206,34007,33781,33980,34972,36322,37100,38353,39448,41327,45498
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",45235512,47589076,49852428,53382005,57003855,59734976,63691199,66673175,68289907,67296678,69243605,71995096,74520773,74535530,77316565,80503586,82469926,84874880,85384424,88312483,94883251
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","2","Population (persons) 1/",1617490,1626238,1641177,1649748,1676784,1684092,1701595,1700315,1699574,1705438,1717110,1723560,1734772,1742287,1752123,1757775,1760950,1763396,1766989,1773624,1779824
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",27966,29263,30376,32358,33996,35470,37430,39212,40181,39460,40326,41771,42957,42780,44127,45799,46833,48131,48322,49792,53310
